state,county,trump votes,clinton votes,total votes,trump vote %,clinton vote %,county_id,fuel type
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,BI
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,BI
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,CNG
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,CNG
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,DIES
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,DIES
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,DIES
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,ELECTRIC VEHICLE
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,FFV
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,FFV
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,GAS
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,GAS
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,GAS
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,HYBRID ELECTRIC VEHICLE
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,HYBRID ELECTRIC VEHICLE
alabama,Jefferson,134768,156873,291641,46.21,53.79,1073,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,BI
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,BI
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,CNG
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,CNG
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,DIES
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,DIES
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,DIES
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,ELECTRIC VEHICLE
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,FFV
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,FFV
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,FFV
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,GAS
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,GAS
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,GAS
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,HYBRID ELECTRIC VEHICLE
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,HYBRID ELECTRIC VEHICLE
alabama,Mobile,95116,72186,167302,56.85,43.15,1097,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Madison,89520,62822,152342,58.76,41.24,1089,BI
alabama,Madison,89520,62822,152342,58.76,41.24,1089,BI
alabama,Madison,89520,62822,152342,58.76,41.24,1089,DIES
alabama,Madison,89520,62822,152342,58.76,41.24,1089,DIES
alabama,Madison,89520,62822,152342,58.76,41.24,1089,DIES
alabama,Madison,89520,62822,152342,58.76,41.24,1089,ELECTRIC VEHICLE
alabama,Madison,89520,62822,152342,58.76,41.24,1089,FFV
alabama,Madison,89520,62822,152342,58.76,41.24,1089,FFV
alabama,Madison,89520,62822,152342,58.76,41.24,1089,FFV
alabama,Madison,89520,62822,152342,58.76,41.24,1089,GAS
alabama,Madison,89520,62822,152342,58.76,41.24,1089,GAS
alabama,Madison,89520,62822,152342,58.76,41.24,1089,GAS
alabama,Madison,89520,62822,152342,58.76,41.24,1089,HYBRID ELECTRIC VEHICLE
alabama,Madison,89520,62822,152342,58.76,41.24,1089,HYBRID ELECTRIC VEHICLE
alabama,Madison,89520,62822,152342,58.76,41.24,1089,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,BI
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,BI
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,CNG
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,DIES
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,DIES
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,DIES
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,ELECTRIC VEHICLE
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,FFV
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,FFV
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,GAS
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,GAS
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,GAS
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,HYBRID ELECTRIC VEHICLE
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,HYBRID ELECTRIC VEHICLE
alabama,Shelby,73020,22977,95997,76.06,23.94,1117,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,BI
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,BI
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,CNG
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,CNG
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,DIES
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,DIES
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,DIES
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,ELECTRIC VEHICLE
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,FFV
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,FFV
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,FFV
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,GAS
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,GAS
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,GAS
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,HYBRID ELECTRIC VEHICLE
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,HYBRID ELECTRIC VEHICLE
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Montgomery,34003,58916,92919,36.59,63.41,1101,PROP
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,BI
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,BI
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,CNG
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,CNG
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,DIES
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,DIES
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,DIES
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,ELECTRIC VEHICLE
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,FFV
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,FFV
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,GAS
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,GAS
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,GAS
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,HYBRID ELECTRIC VEHICLE
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,HYBRID ELECTRIC VEHICLE
alabama,Baldwin,72883,18458,91341,79.79,20.21,1003,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,BI
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,BI
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,CNG
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,CNG
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,DIES
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,DIES
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,DIES
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,ELECTRIC VEHICLE
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,ELECTRIC VEHICLE
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,FFV
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,FFV
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,GAS
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,GAS
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,GAS
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,HYBRID ELECTRIC VEHICLE
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,HYBRID ELECTRIC VEHICLE
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Tuscaloosa,47723,31762,79485,60.04,39.96,1125,PROP
alabama,Lee,34617,21230,55847,61.99,38.01,1081,BI
alabama,Lee,34617,21230,55847,61.99,38.01,1081,BI
alabama,Lee,34617,21230,55847,61.99,38.01,1081,CNG
alabama,Lee,34617,21230,55847,61.99,38.01,1081,CNG
alabama,Lee,34617,21230,55847,61.99,38.01,1081,DIES
alabama,Lee,34617,21230,55847,61.99,38.01,1081,DIES
alabama,Lee,34617,21230,55847,61.99,38.01,1081,DIES
alabama,Lee,34617,21230,55847,61.99,38.01,1081,ELECTRIC VEHICLE
alabama,Lee,34617,21230,55847,61.99,38.01,1081,FFV
alabama,Lee,34617,21230,55847,61.99,38.01,1081,FFV
alabama,Lee,34617,21230,55847,61.99,38.01,1081,GAS
alabama,Lee,34617,21230,55847,61.99,38.01,1081,GAS
alabama,Lee,34617,21230,55847,61.99,38.01,1081,GAS
alabama,Lee,34617,21230,55847,61.99,38.01,1081,HYBRID ELECTRIC VEHICLE
alabama,Lee,34617,21230,55847,61.99,38.01,1081,HYBRID ELECTRIC VEHICLE
alabama,Lee,34617,21230,55847,61.99,38.01,1081,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,BI
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,BI
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,CNG
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,CNG
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,DIES
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,DIES
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,DIES
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,ELECTRIC VEHICLE
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,FFV
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,FFV
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,FFV
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,GAS
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,GAS
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,GAS
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,HYBRID ELECTRIC VEHICLE
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,HYBRID ELECTRIC VEHICLE
alabama,Morgan,37486,11254,48740,76.91,23.09,1103,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,BI
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,BI
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,CNG
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,CNG
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,DIES
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,DIES
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,DIES
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,ELECTRIC VEHICLE
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,ELECTRIC VEHICLE
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,FFV
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,FFV
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,FFV
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,GAS
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,GAS
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,GAS
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,HYBRID ELECTRIC VEHICLE
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,HYBRID ELECTRIC VEHICLE
alabama,Calhoun,32865,13242,46107,71.28,28.72,1015,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,BI
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,BI
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,CNG
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,DIES
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,DIES
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,DIES
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,ELECTRIC VEHICLE
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,FFV
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,FFV
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,FFV
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,GAS
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,GAS
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,GAS
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,HYBRID ELECTRIC VEHICLE
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,HYBRID ELECTRIC VEHICLE
alabama,Etowah,32353,10442,42795,75.6,24.4,1055,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Houston,30728,10664,41392,74.24,25.76,1069,BI
alabama,Houston,30728,10664,41392,74.24,25.76,1069,BI
alabama,Houston,30728,10664,41392,74.24,25.76,1069,CNG
alabama,Houston,30728,10664,41392,74.24,25.76,1069,CNG
alabama,Houston,30728,10664,41392,74.24,25.76,1069,DIES
alabama,Houston,30728,10664,41392,74.24,25.76,1069,DIES
alabama,Houston,30728,10664,41392,74.24,25.76,1069,DIES
alabama,Houston,30728,10664,41392,74.24,25.76,1069,ELECTRIC VEHICLE
alabama,Houston,30728,10664,41392,74.24,25.76,1069,FFV
alabama,Houston,30728,10664,41392,74.24,25.76,1069,FFV
alabama,Houston,30728,10664,41392,74.24,25.76,1069,FFV
alabama,Houston,30728,10664,41392,74.24,25.76,1069,GAS
alabama,Houston,30728,10664,41392,74.24,25.76,1069,GAS
alabama,Houston,30728,10664,41392,74.24,25.76,1069,GAS
alabama,Houston,30728,10664,41392,74.24,25.76,1069,HYBRID ELECTRIC VEHICLE
alabama,Houston,30728,10664,41392,74.24,25.76,1069,HYBRID ELECTRIC VEHICLE
alabama,Houston,30728,10664,41392,74.24,25.76,1069,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,BI
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,BI
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,CNG
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,CNG
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,DIES
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,DIES
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,DIES
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,ELECTRIC VEHICLE
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,FFV
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,FFV
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,FFV
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,GAS
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,GAS
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,GAS
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,HYBRID ELECTRIC VEHICLE
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,HYBRID ELECTRIC VEHICLE
alabama,Limestone,29067,9468,38535,75.43,24.57,1083,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,BI
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,BI
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,CNG
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,CNG
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,DIES
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,DIES
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,DIES
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,ELECTRIC VEHICLE
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,FFV
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,FFV
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,FFV
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,GAS
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,GAS
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,GAS
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,HYBRID ELECTRIC VEHICLE
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,HYBRID ELECTRIC VEHICLE
alabama,Lauderdale,27899,9952,37851,73.71,26.29,1077,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,BI
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,BI
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,CNG
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,CNG
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,DIES
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,DIES
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,DIES
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,ELECTRIC VEHICLE
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,FFV
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,FFV
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,GAS
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,GAS
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,GAS
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,HYBRID ELECTRIC VEHICLE
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,HYBRID ELECTRIC VEHICLE
alabama,St. Clair,31651,5589,37240,84.99,15.01,1115,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,BI
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,BI
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,CNG
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,CNG
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,DIES
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,DIES
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,DIES
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,ELECTRIC VEHICLE
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,FFV
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,FFV
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,GAS
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,GAS
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,GAS
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,HYBRID ELECTRIC VEHICLE
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,HYBRID ELECTRIC VEHICLE
alabama,Cullman,32989,3798,36787,89.68,10.32,1043,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,BI
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,BI
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,CNG
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,CNG
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,DIES
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,DIES
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,DIES
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,ELECTRIC VEHICLE
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,FFV
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,FFV
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,FFV
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,GAS
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,GAS
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,GAS
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,HYBRID ELECTRIC VEHICLE
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,HYBRID ELECTRIC VEHICLE
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Elmore,27634,8443,36077,76.6,23.4,1051,PROP
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,BI
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,BI
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,CNG
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,DIES
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,DIES
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,DIES
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,ELECTRIC VEHICLE
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,FFV
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,FFV
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,GAS
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,GAS
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,GAS
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,HYBRID ELECTRIC VEHICLE
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,HYBRID ELECTRIC VEHICLE
alabama,Marshall,29233,4917,34150,85.6,14.4,1095,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,BI
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,BI
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,CNG
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,DIES
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,DIES
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,DIES
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,ELECTRIC VEHICLE
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,FFV
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,FFV
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,GAS
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,GAS
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,GAS
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,HYBRID ELECTRIC VEHICLE
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,HYBRID ELECTRIC VEHICLE
alabama,Talladega,20614,12121,32735,62.97,37.03,1121,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Walker,24266,4497,28763,84.37,15.63,1127,BI
alabama,Walker,24266,4497,28763,84.37,15.63,1127,BI
alabama,Walker,24266,4497,28763,84.37,15.63,1127,CNG
alabama,Walker,24266,4497,28763,84.37,15.63,1127,CNG
alabama,Walker,24266,4497,28763,84.37,15.63,1127,DIES
alabama,Walker,24266,4497,28763,84.37,15.63,1127,DIES
alabama,Walker,24266,4497,28763,84.37,15.63,1127,DIES
alabama,Walker,24266,4497,28763,84.37,15.63,1127,ELECTRIC VEHICLE
alabama,Walker,24266,4497,28763,84.37,15.63,1127,FFV
alabama,Walker,24266,4497,28763,84.37,15.63,1127,FFV
alabama,Walker,24266,4497,28763,84.37,15.63,1127,GAS
alabama,Walker,24266,4497,28763,84.37,15.63,1127,GAS
alabama,Walker,24266,4497,28763,84.37,15.63,1127,GAS
alabama,Walker,24266,4497,28763,84.37,15.63,1127,HYBRID ELECTRIC VEHICLE
alabama,Walker,24266,4497,28763,84.37,15.63,1127,HYBRID ELECTRIC VEHICLE
alabama,Walker,24266,4497,28763,84.37,15.63,1127,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,BI
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,BI
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,CNG
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,DIES
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,DIES
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,DIES
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,ELECTRIC VEHICLE
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,FFV
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,FFV
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,GAS
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,GAS
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,GAS
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,HYBRID ELECTRIC VEHICLE
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,HYBRID ELECTRIC VEHICLE
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,DeKalb,21405,3622,25027,85.53,14.47,1049,PROP
alabama,Blount,22859,2156,25015,91.38,8.62,1009,BI
alabama,Blount,22859,2156,25015,91.38,8.62,1009,BI
alabama,Blount,22859,2156,25015,91.38,8.62,1009,CNG
alabama,Blount,22859,2156,25015,91.38,8.62,1009,CNG
alabama,Blount,22859,2156,25015,91.38,8.62,1009,DIES
alabama,Blount,22859,2156,25015,91.38,8.62,1009,DIES
alabama,Blount,22859,2156,25015,91.38,8.62,1009,DIES
alabama,Blount,22859,2156,25015,91.38,8.62,1009,ELECTRIC VEHICLE
alabama,Blount,22859,2156,25015,91.38,8.62,1009,FFV
alabama,Blount,22859,2156,25015,91.38,8.62,1009,FFV
alabama,Blount,22859,2156,25015,91.38,8.62,1009,GAS
alabama,Blount,22859,2156,25015,91.38,8.62,1009,GAS
alabama,Blount,22859,2156,25015,91.38,8.62,1009,GAS
alabama,Blount,22859,2156,25015,91.38,8.62,1009,HYBRID ELECTRIC VEHICLE
alabama,Blount,22859,2156,25015,91.38,8.62,1009,HYBRID ELECTRIC VEHICLE
alabama,Blount,22859,2156,25015,91.38,8.62,1009,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,BI
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,BI
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,DIES
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,DIES
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,DIES
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,ELECTRIC VEHICLE
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,FFV
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,FFV
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,FFV
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,GAS
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,GAS
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,GAS
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,HYBRID ELECTRIC VEHICLE
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,HYBRID ELECTRIC VEHICLE
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,PLUG IN HYBRID ELECTRIC VEHICLE
alabama,Autauga,18172,5936,24108,75.38,24.62,1001,PROP
